ItemID,InvoiceID,BatchID,QuantitySold,PriceAtSale,LineTotal
ITM002667,INV01062,BAT00909,4,787.07,3148.28
ITM002668,INV01063,BAT05360,2,178.85,357.7
ITM002669,INV01063,BAT04456,4,525.31,2101.24
ITM002670,INV01063,BAT04885,4,888.15,3552.6
ITM002671,INV01063,BAT02133,4,974.14,3896.56
ITM002672,INV01064,BAT02721,4,579.63,2318.52
ITM002673,INV01065,BAT05802,5,417.65,2088.25
ITM002674,INV01066,BAT05685,5,381.07,1905.35
ITM002675,INV01067,BAT05250,5,106.19,530.95
ITM002676,INV01067,BAT01197,2,251.29,502.58
ITM002677,INV01067,BAT02342,2,830.15,1660.3
ITM002678,INV01067,BAT03627,1,322.53,322.53
ITM002679,INV01068,BAT02639,1,140.55,140.55
ITM002680,INV01068,BAT01377,3,58.77,176.31
ITM002681,INV01068,BAT03066,4,460.78,1843.12
ITM002682,INV01069,BAT05714,5,76.14,380.7
ITM002683,INV01069,BAT05567,2,398.24,796.48
ITM002684,INV01070,BAT03058,5,352.89,1764.45
ITM002685,INV01070,BAT04380,3,259.65,778.95
ITM002686,INV01070,BAT02367,3,389.8,1169.4
ITM002687,INV01071,BAT04719,4,941.75,3767.0
ITM002688,INV01071,BAT02067,5,495.15,2475.75
ITM002689,INV01071,BAT01605,3,587.49,1762.47
ITM002690,INV01072,BAT05822,5,956.47,4782.35
ITM002691,INV01073,BAT03968,5,381.14,1905.7
ITM002692,INV01073,BAT05871,5,552.35,2761.75
ITM002693,INV01073,BAT05542,3,235.83,707.49
ITM002694,INV01074,BAT02643,1,65.51,65.51
ITM002695,INV01074,BAT05040,3,16.06,48.18
ITM002696,INV01075,BAT02280,2,433.94,867.88
ITM002697,INV01075,BAT01483,2,966.48,1932.96
ITM002698,INV01075,BAT04849,1,268.57,268.57
ITM002699,INV01075,BAT04665,3,248.74,746.22
ITM002700,INV01076,BAT03647,2,155.43,310.86
ITM002701,INV01076,BAT05909,4,471.28,1885.12
ITM002702,INV01076,BAT01790,2,370.76,741.52
ITM002703,INV01077,BAT02933,5,323.62,1618.1
ITM002704,INV01077,BAT04343,5,712.21,3561.05
ITM002705,INV01077,BAT00416,1,286.91,286.91
ITM002706,INV01077,BAT05203,4,332.09,1328.36
ITM002707,INV01078,BAT05395,5,592.48,2962.4
ITM002708,INV01079,BAT04416,4,196.44,785.76
ITM002709,INV01079,BAT04748,4,807.93,3231.72
ITM002710,INV01080,BAT05724,1,883.66,883.66
ITM002711,INV01080,BAT05801,2,128.85,257.7
ITM002712,INV01081,BAT02936,1,246.66,246.66
ITM002713,INV01082,BAT01797,4,124.84,499.36
ITM002714,INV01082,BAT02195,4,259.18,1036.72
ITM002715,INV01082,BAT04820,2,67.49,134.98
ITM002716,INV01083,BAT04437,1,323.31,323.31
ITM002717,INV01083,BAT04912,4,547.67,2190.68
ITM002718,INV01083,BAT05401,1,340.25,340.25
ITM002719,INV01083,BAT00699,5,942.11,4710.55
ITM002720,INV01084,BAT05178,3,780.45,2341.35
ITM002721,INV01084,BAT04646,2,144.95,289.9
ITM002722,INV01085,BAT02709,3,917.34,2752.02
ITM002723,INV01085,BAT00108,3,560.36,1681.08
ITM002724,INV01085,BAT00617,1,780.9,780.9
ITM002725,INV01086,BAT05779,1,474.93,474.93
ITM002726,INV01086,BAT05110,1,850.58,850.58
ITM002727,INV01086,BAT00635,5,462.97,2314.85
ITM002728,INV01086,BAT04709,5,161.16,805.8
ITM002729,INV01087,BAT01512,4,465.03,1860.12
ITM002730,INV01088,BAT02614,4,37.25,149.0
ITM002731,INV01088,BAT02888,4,159.09,636.36
ITM002732,INV01088,BAT05169,4,668.29,2673.16
ITM002733,INV01089,BAT04628,1,101.91,101.91
ITM002734,INV01090,BAT02332,3,603.82,1811.46
ITM002735,INV01090,BAT05417,5,568.02,2840.1
ITM002736,INV01091,BAT05882,1,625.41,625.41
ITM002737,INV01092,BAT04924,2,759.12,1518.24
ITM002738,INV01092,BAT04408,5,276.59,1382.95
ITM002739,INV01092,BAT05158,5,608.99,3044.95
ITM002740,INV01093,BAT01448,5,720.78,3603.9
ITM002741,INV01093,BAT02917,3,971.9,2915.7
ITM002742,INV01094,BAT04109,3,785.03,2355.09
ITM002743,INV01094,BAT02483,3,553.02,1659.06
ITM002744,INV01094,BAT04886,4,816.24,3264.96
ITM002745,INV01094,BAT03110,5,825.15,4125.75
ITM002746,INV01095,BAT02148,4,479.33,1917.32
ITM002747,INV01095,BAT03157,3,58.21,174.63
ITM002748,INV01095,BAT05133,5,441.06,2205.3
ITM002749,INV01095,BAT00384,1,45.79,45.79
ITM002750,INV01096,BAT04502,3,298.5,895.5
ITM002751,INV01097,BAT02197,5,500.22,2501.1
ITM002752,INV01097,BAT03735,5,209.03,1045.15
ITM002753,INV01097,BAT02528,5,609.02,3045.1
ITM002754,INV01097,BAT05785,4,948.94,3795.76
ITM002755,INV01098,BAT02480,1,43.74,43.74
ITM002756,INV01098,BAT00948,3,80.46,241.38
ITM002757,INV01098,BAT04039,4,305.33,1221.32
ITM002758,INV01098,BAT02873,1,148.52,148.52
ITM002759,INV01099,BAT01442,1,905.33,905.33
ITM002760,INV01099,BAT03983,1,989.99,989.99
ITM002761,INV01100,BAT01482,3,700.39,2101.17
ITM002762,INV01100,BAT00374,2,613.82,1227.64
ITM002763,INV01101,BAT03664,3,505.35,1516.05
ITM002764,INV01102,BAT05825,3,66.69,200.07
ITM002765,INV01103,BAT04208,4,736.89,2947.56
ITM002766,INV01103,BAT03914,5,820.18,4100.9
ITM002767,INV01103,BAT05465,1,810.03,810.03
ITM002768,INV01104,BAT03933,3,486.27,1458.81
ITM002769,INV01104,BAT03320,2,194.86,389.72
ITM002770,INV01104,BAT02711,4,120.49,481.96
ITM002771,INV01104,BAT04835,3,103.57,310.71
ITM002772,INV01105,BAT00909,3,787.07,2361.21
ITM002773,INV01105,BAT05771,2,928.79,1857.58
ITM002774,INV01106,BAT05435,1,365.4,365.4
ITM002775,INV01106,BAT04937,4,841.94,3367.76
ITM002776,INV01106,BAT05226,5,84.22,421.1
ITM002777,INV01106,BAT02331,3,417.48,1252.44
ITM002778,INV01107,BAT00377,2,642.21,1284.42
ITM002779,INV01107,BAT00026,5,63.14,315.7
ITM002780,INV01108,BAT01142,1,53.15,53.15
ITM002781,INV01109,BAT05079,2,494.06,988.12
ITM002782,INV01110,BAT00975,1,518.83,518.83
ITM002783,INV01110,BAT05371,2,914.69,1829.38
ITM002784,INV01110,BAT01640,3,983.97,2951.91
ITM002785,INV01110,BAT03372,1,258.34,258.34
ITM002786,INV01111,BAT04843,1,156.73,156.73
ITM002787,INV01111,BAT03931,4,400.96,1603.84
ITM002788,INV01112,BAT03184,4,931.05,3724.2
ITM002789,INV01113,BAT03665,3,173.02,519.06
ITM002790,INV01113,BAT04036,3,451.98,1355.94
ITM002791,INV01114,BAT00763,5,639.16,3195.8
ITM002792,INV01114,BAT03989,3,842.65,2527.95
ITM002793,INV01114,BAT05136,5,382.35,1911.75
ITM002794,INV01114,BAT03503,5,313.38,1566.9
ITM002795,INV01115,BAT01038,4,960.48,3841.92
ITM002796,INV01115,BAT02356,3,356.57,1069.71
ITM002797,INV01115,BAT05304,5,458.49,2292.45
ITM002798,INV01115,BAT03355,1,626.06,626.06
ITM002799,INV01116,BAT01677,1,661.32,661.32
ITM002800,INV01116,BAT05835,2,677.15,1354.3
ITM002801,INV01116,BAT04243,5,790.62,3953.1
ITM002802,INV01116,BAT04702,2,870.83,1741.66
ITM002803,INV01117,BAT01869,4,258.65,1034.6
ITM002804,INV01117,BAT02100,5,305.54,1527.7
ITM002805,INV01117,BAT00113,1,840.62,840.62
ITM002806,INV01117,BAT02920,3,448.88,1346.64
ITM002807,INV01118,BAT04534,3,204.28,612.84
ITM002808,INV01118,BAT04874,3,36.6,109.8
ITM002809,INV01118,BAT01762,4,440.23,1760.92
ITM002810,INV01119,BAT03965,1,690.77,690.77
ITM002811,INV01119,BAT04865,4,195.77,783.08
ITM002812,INV01119,BAT05618,1,946.48,946.48
ITM002813,INV01119,BAT04907,3,231.57,694.71
ITM002814,INV01120,BAT02211,2,415.78,831.56
ITM002815,INV01120,BAT02291,3,389.01,1167.03
ITM002816,INV01120,BAT00077,5,602.28,3011.4
ITM002817,INV01121,BAT04539,1,277.17,277.17
ITM002818,INV01121,BAT03767,4,933.42,3733.68
ITM002819,INV01122,BAT01095,5,183.81,919.05
ITM002820,INV01123,BAT01165,2,382.06,764.12
ITM002821,INV01123,BAT01320,1,1041.31,1041.31
ITM002822,INV01124,BAT01139,4,677.35,2709.4
ITM002823,INV01124,BAT04462,1,796.81,796.81
ITM002824,INV01124,BAT02375,5,339.52,1697.6
ITM002825,INV01125,BAT01634,5,864.51,4322.55
ITM002826,INV01125,BAT03036,1,785.86,785.86
ITM002827,INV01126,BAT04275,4,125.75,503.0
ITM002828,INV01126,BAT04532,5,353.9,1769.5
ITM002829,INV01126,BAT05242,5,873.72,4368.6
ITM002830,INV01126,BAT00017,3,355.35,1066.05
ITM002831,INV01127,BAT01654,1,107.05,107.05
ITM002832,INV01128,BAT02891,4,597.52,2390.08
ITM002833,INV01128,BAT04676,2,1087.81,2175.62
ITM002834,INV01128,BAT03135,5,643.77,3218.85
ITM002835,INV01129,BAT00263,5,306.45,1532.25
ITM002836,INV01130,BAT05231,5,934.81,4674.05
ITM002837,INV01131,BAT02037,5,91.11,455.55
ITM002838,INV01131,BAT01402,4,33.02,132.08
ITM002839,INV01131,BAT04309,1,347.31,347.31
ITM002840,INV01131,BAT05209,2,310.86,621.72
ITM002841,INV01132,BAT01728,2,78.96,157.92
ITM002842,INV01132,BAT04893,5,230.25,1151.25
ITM002843,INV01132,BAT00660,4,75.0,300.0
ITM002844,INV01132,BAT05816,2,504.25,1008.5
ITM002845,INV01133,BAT04299,3,724.14,2172.42
ITM002846,INV01133,BAT05391,5,730.52,3652.6
ITM002847,INV01133,BAT03335,2,531.43,1062.86
ITM002848,INV01134,BAT03405,3,1077.39,3232.17
ITM002849,INV01134,BAT01268,1,588.77,588.77
ITM002850,INV01134,BAT04968,1,928.93,928.93
ITM002851,INV01135,BAT00828,5,955.35,4776.75
ITM002852,INV01135,BAT00300,5,96.18,480.9
ITM002853,INV01136,BAT05194,2,195.99,391.98
ITM002854,INV01137,BAT02979,4,372.66,1490.64
ITM002855,INV01137,BAT05411,5,938.57,4692.85
ITM002856,INV01137,BAT02741,4,202.74,810.96
ITM002857,INV01138,BAT03149,2,419.59,839.18
ITM002858,INV01138,BAT03813,4,756.2,3024.8
ITM002859,INV01138,BAT02084,2,615.88,1231.76
ITM002860,INV01139,BAT04612,5,411.55,2057.75
ITM002861,INV01139,BAT01209,3,950.4,2851.2
ITM002862,INV01140,BAT02522,3,186.36,559.08
ITM002863,INV01140,BAT04587,2,158.47,316.94
ITM002864,INV01140,BAT03529,5,252.89,1264.45
ITM002865,INV01140,BAT01816,2,1044.63,2089.26
ITM002866,INV01141,BAT02314,2,1080.62,2161.24
ITM002867,INV01141,BAT03734,5,839.99,4199.95
ITM002868,INV01141,BAT00708,3,259.17,777.51
ITM002869,INV01142,BAT05133,1,441.06,441.06
ITM002870,INV01143,BAT02683,3,114.04,342.12
ITM002871,INV01143,BAT05201,4,831.82,3327.28
ITM002872,INV01143,BAT03337,5,725.63,3628.15
ITM002873,INV01143,BAT03113,2,566.4,1132.8
ITM002874,INV01144,BAT05416,4,129.47,517.88
ITM002875,INV01144,BAT02355,4,340.24,1360.96
ITM002876,INV01144,BAT04533,1,577.38,577.38
ITM002877,INV01145,BAT05857,1,838.52,838.52
ITM002878,INV01145,BAT02500,2,229.07,458.14
ITM002879,INV01146,BAT04241,1,519.47,519.47
ITM002880,INV01146,BAT00045,2,74.74,149.48
ITM002881,INV01146,BAT01423,4,234.79,939.16
ITM002882,INV01147,BAT05360,4,178.85,715.4
ITM002883,INV01147,BAT00513,2,112.96,225.92
ITM002884,INV01147,BAT05341,3,753.51,2260.53
ITM002885,INV01148,BAT00616,4,172.36,689.44
ITM002886,INV01149,BAT02910,3,277.43,832.29
ITM002887,INV01149,BAT03375,2,609.25,1218.5
ITM002888,INV01150,BAT01233,3,621.0,1863.0
ITM002889,INV01150,BAT01443,1,872.6,872.6
ITM002890,INV01150,BAT02164,3,866.79,2600.37
ITM002891,INV01150,BAT03485,1,691.93,691.93
ITM002892,INV01151,BAT01853,1,572.23,572.23
ITM002893,INV01151,BAT03650,3,520.09,1560.27
ITM002894,INV01151,BAT00610,1,514.07,514.07
ITM002895,INV01151,BAT05794,1,140.59,140.59
ITM002896,INV01152,BAT02929,1,812.53,812.53
ITM002897,INV01153,BAT00559,5,614.89,3074.45
ITM002898,INV01153,BAT05630,2,741.01,1482.02
ITM002899,INV01153,BAT05877,4,692.58,2770.32
ITM002900,INV01153,BAT01573,2,663.53,1327.06
ITM002901,INV01154,BAT03166,3,412.76,1238.28
ITM002902,INV01154,BAT05623,1,351.66,351.66
ITM002903,INV01154,BAT04320,3,288.44,865.32
ITM002904,INV01155,BAT05892,4,341.82,1367.28
ITM002905,INV01155,BAT01047,2,801.75,1603.5
ITM002906,INV01155,BAT03254,5,41.26,206.3
ITM002907,INV01155,BAT02259,3,640.57,1921.71
ITM002908,INV01156,BAT00991,4,847.76,3391.04
ITM002909,INV01156,BAT02668,2,773.88,1547.76
ITM002910,INV01156,BAT01504,4,490.22,1960.88
ITM002911,INV01157,BAT00719,2,262.47,524.94
ITM002912,INV01157,BAT03111,4,789.26,3157.04
ITM002913,INV01157,BAT05976,2,736.83,1473.66
ITM002914,INV01158,BAT02015,2,382.18,764.36
ITM002915,INV01158,BAT03475,3,157.33,471.99
ITM002916,INV01158,BAT03830,5,555.58,2777.9
ITM002917,INV01159,BAT04022,4,506.84,2027.36
ITM002918,INV01159,BAT04967,3,890.82,2672.46
ITM002919,INV01159,BAT02187,3,655.73,1967.19
ITM002920,INV01159,BAT04560,3,203.3,609.9
ITM002921,INV01160,BAT05867,1,908.81,908.81
ITM002922,INV01160,BAT04855,4,834.93,3339.72
ITM002923,INV01161,BAT00787,4,109.89,439.56
ITM002924,INV01161,BAT04584,1,489.75,489.75
ITM002925,INV01161,BAT02253,5,614.72,3073.6
ITM002926,INV01162,BAT03132,2,93.97,187.94
ITM002927,INV01162,BAT04047,3,390.77,1172.31
ITM002928,INV01162,BAT05079,2,494.06,988.12
ITM002929,INV01162,BAT02181,3,574.84,1724.52
ITM002930,INV01163,BAT05728,5,21.47,107.35
ITM002931,INV01163,BAT00469,5,834.54,4172.7
ITM002932,INV01163,BAT01469,3,347.02,1041.06
ITM002933,INV01163,BAT01127,4,702.92,2811.68
ITM002934,INV01164,BAT00283,1,263.26,263.26
ITM002935,INV01165,BAT05646,1,853.98,853.98
ITM002936,INV01165,BAT00998,5,573.86,2869.3
ITM002937,INV01165,BAT03311,2,799.39,1598.78
ITM002938,INV01166,BAT04361,3,911.8,2735.4
ITM002939,INV01167,BAT01150,4,744.77,2979.08
ITM002940,INV01167,BAT05815,3,228.89,686.67
ITM002941,INV01167,BAT03251,3,444.63,1333.89
ITM002942,INV01168,BAT02563,1,272.55,272.55
ITM002943,INV01168,BAT05179,1,928.12,928.12
ITM002944,INV01168,BAT05727,4,790.91,3163.64
ITM002945,INV01169,BAT02545,3,318.96,956.88
ITM002946,INV01169,BAT03171,4,340.85,1363.4
ITM002947,INV01169,BAT03149,2,419.59,839.18
ITM002948,INV01170,BAT03714,4,318.91,1275.64
ITM002949,INV01171,BAT03556,3,976.46,2929.38
ITM002950,INV01171,BAT01321,1,786.4,786.4
ITM002951,INV01171,BAT01525,5,507.25,2536.25
ITM002952,INV01172,BAT05232,3,331.42,994.26
ITM002953,INV01173,BAT05774,1,34.28,34.28
ITM002954,INV01173,BAT00385,4,691.17,2764.68
ITM002955,INV01173,BAT05482,2,888.65,1777.3
ITM002956,INV01174,BAT05022,3,556.74,1670.22
ITM002957,INV01174,BAT00573,5,189.41,947.05
ITM002958,INV01174,BAT00116,4,970.0,3880.0
ITM002959,INV01175,BAT05536,3,544.98,1634.94
ITM002960,INV01175,BAT02137,3,532.91,1598.73
ITM002961,INV01175,BAT01542,5,725.08,3625.4
ITM002962,INV01175,BAT00911,4,726.74,2906.96
ITM002963,INV01176,BAT00827,3,286.27,858.81
ITM002964,INV01176,BAT00514,3,884.89,2654.67
ITM002965,INV01177,BAT04166,2,283.1,566.2
ITM002966,INV01178,BAT04561,5,669.3,3346.5
ITM002967,INV01179,BAT01514,4,766.45,3065.8
ITM002968,INV01180,BAT02124,4,437.5,1750.0
ITM002969,INV01180,BAT04380,5,259.65,1298.25
ITM002970,INV01181,BAT02166,3,152.18,456.54
ITM002971,INV01181,BAT00420,3,658.29,1974.87
ITM002972,INV01182,BAT00803,3,896.17,2688.51
ITM002973,INV01182,BAT00755,3,524.55,1573.65
ITM002974,INV01182,BAT03668,5,733.88,3669.4
ITM002975,INV01183,BAT04696,5,240.89,1204.45
ITM002976,INV01183,BAT03941,4,703.22,2812.88
ITM002977,INV01184,BAT04192,5,1008.23,5041.15
ITM002978,INV01184,BAT01410,3,1045.24,3135.72
ITM002979,INV01184,BAT02311,1,820.54,820.54
ITM002980,INV01184,BAT03113,4,566.4,2265.6
ITM002981,INV01185,BAT04496,1,140.2,140.2
ITM002982,INV01185,BAT04258,2,589.21,1178.42
ITM002983,INV01185,BAT00435,4,99.68,398.72
ITM002984,INV01185,BAT05601,1,647.81,647.81
ITM002985,INV01186,BAT00277,5,539.57,2697.85
ITM002986,INV01186,BAT00337,5,621.53,3107.65
ITM002987,INV01186,BAT05883,5,655.67,3278.35
ITM002988,INV01187,BAT04187,4,400.16,1600.64
ITM002989,INV01188,BAT00537,3,704.65,2113.95
ITM002990,INV01188,BAT01282,1,219.92,219.92
ITM002991,INV01189,BAT03236,5,129.54,647.7
ITM002992,INV01189,BAT02808,2,762.63,1525.26
ITM002993,INV01189,BAT03888,3,159.77,479.31
ITM002994,INV01190,BAT00195,4,378.05,1512.2
ITM002995,INV01190,BAT03540,4,558.19,2232.76
ITM002996,INV01191,BAT04711,3,837.83,2513.49
ITM002997,INV01191,BAT00947,5,898.81,4494.05
ITM002998,INV01192,BAT03202,3,214.13,642.39
ITM002999,INV01192,BAT00261,5,480.79,2403.95
ITM003000,INV01192,BAT01630,5,467.47,2337.35
ITM003001,INV01192,BAT04295,1,801.66,801.66
ITM003002,INV01193,BAT00087,5,174.27,871.35
ITM003003,INV01193,BAT05765,1,1002.98,1002.98
ITM003004,INV01193,BAT05748,2,1035.38,2070.76
ITM003005,INV01194,BAT02887,3,124.07,372.21
ITM003006,INV01194,BAT03409,4,102.5,410.0
ITM003007,INV01194,BAT02405,5,328.53,1642.65
ITM003008,INV01194,BAT01440,5,432.41,2162.05
ITM003009,INV01195,BAT05463,4,38.43,153.72
ITM003010,INV01195,BAT05432,4,570.96,2283.84
ITM003011,INV01195,BAT03902,1,551.19,551.19
ITM003012,INV01195,BAT03301,4,564.43,2257.72
ITM003013,INV01196,BAT05358,5,759.29,3796.45
ITM003014,INV01196,BAT02962,3,675.02,2025.06
ITM003015,INV01196,BAT05001,5,366.22,1831.1
ITM003016,INV01196,BAT02361,1,486.13,486.13
ITM003017,INV01197,BAT04594,2,302.98,605.96
ITM003018,INV01197,BAT03338,1,139.6,139.6
ITM003019,INV01197,BAT05921,3,563.28,1689.84
ITM003020,INV01198,BAT03708,2,24.15,48.3
ITM003021,INV01199,BAT04962,1,100.68,100.68
ITM003022,INV01199,BAT02204,4,13.72,54.88
ITM003023,INV01200,BAT05543,3,145.0,435.0
ITM003024,INV01200,BAT04794,2,850.59,1701.18
ITM003025,INV01200,BAT00043,5,486.28,2431.4
ITM003026,INV01200,BAT01893,2,908.15,1816.3
ITM003027,INV01201,BAT03057,2,723.24,1446.48
ITM003028,INV01201,BAT01773,5,881.07,4405.35
ITM003029,INV01201,BAT02168,5,516.68,2583.4
ITM003030,INV01202,BAT03241,4,526.63,2106.52
ITM003031,INV01202,BAT04819,3,710.34,2131.02
ITM003032,INV01203,BAT03289,4,575.98,2303.92
ITM003033,INV01203,BAT01285,1,210.03,210.03
ITM003034,INV01204,BAT00653,4,325.38,1301.52
ITM003035,INV01204,BAT04979,5,753.09,3765.45
ITM003036,INV01204,BAT02940,4,129.02,516.08
ITM003037,INV01204,BAT05386,4,181.09,724.36
ITM003038,INV01205,BAT03376,1,623.08,623.08
ITM003039,INV01206,BAT03722,2,765.01,1530.02
ITM003040,INV01207,BAT02032,4,153.81,615.24
ITM003041,INV01207,BAT02519,3,670.52,2011.56
ITM003042,INV01208,BAT04067,4,495.12,1980.48
ITM003043,INV01208,BAT00840,4,84.72,338.88
ITM003044,INV01209,BAT01217,5,112.61,563.05
ITM003045,INV01209,BAT05523,2,267.69,535.38
ITM003046,INV01209,BAT04026,2,914.79,1829.58
ITM003047,INV01210,BAT02996,3,190.95,572.85
ITM003048,INV01210,BAT05992,3,844.2,2532.6
ITM003049,INV01210,BAT01107,3,874.64,2623.92
ITM003050,INV01210,BAT02396,1,605.49,605.49
ITM003051,INV01211,BAT05218,1,587.77,587.77
ITM003052,INV01212,BAT02142,3,20.76,62.28
ITM003053,INV01212,BAT03023,5,869.56,4347.8
ITM003054,INV01213,BAT04694,5,826.19,4130.95
ITM003055,INV01213,BAT00620,5,953.24,4766.2
ITM003056,INV01213,BAT05407,2,218.75,437.5
ITM003057,INV01214,BAT01264,2,873.47,1746.94
ITM003058,INV01214,BAT03009,4,775.13,3100.52
ITM003059,INV01214,BAT04905,5,593.53,2967.65
ITM003060,INV01214,BAT02718,5,265.27,1326.35
ITM003061,INV01215,BAT00378,1,889.16,889.16
ITM003062,INV01215,BAT02288,1,693.62,693.62
ITM003063,INV01215,BAT05543,3,145.0,435.0
ITM003064,INV01215,BAT00516,2,505.84,1011.68
ITM003065,INV01216,BAT03008,4,645.65,2582.6
ITM003066,INV01217,BAT03184,5,931.05,4655.25
ITM003067,INV01217,BAT03946,3,633.02,1899.06
ITM003068,INV01218,BAT05324,3,141.83,425.49
ITM003069,INV01219,BAT00582,2,77.51,155.02
ITM003070,INV01219,BAT05627,2,971.04,1942.08
ITM003071,INV01219,BAT03785,1,61.05,61.05
ITM003072,INV01219,BAT00264,1,228.1,228.1
ITM003073,INV01220,BAT04138,4,315.11,1260.44
ITM003074,INV01221,BAT05011,5,159.97,799.85
ITM003075,INV01222,BAT05007,5,589.95,2949.75
ITM003076,INV01222,BAT00590,1,733.98,733.98
ITM003077,INV01223,BAT00957,2,976.54,1953.08
ITM003078,INV01223,BAT04965,3,504.21,1512.63
ITM003079,INV01223,BAT01685,2,865.1,1730.2
ITM003080,INV01223,BAT05540,1,962.37,962.37
ITM003081,INV01224,BAT02056,3,601.05,1803.15
ITM003082,INV01224,BAT04395,5,521.06,2605.3
ITM003083,INV01225,BAT04495,4,618.35,2473.4
ITM003084,INV01225,BAT00223,4,390.48,1561.92
ITM003085,INV01226,BAT04492,5,136.56,682.8
ITM003086,INV01226,BAT04519,4,477.6,1910.4
ITM003087,INV01227,BAT03390,4,626.82,2507.28
ITM003088,INV01228,BAT00951,3,392.17,1176.51
ITM003089,INV01228,BAT00815,2,333.48,666.96
ITM003090,INV01229,BAT05006,2,367.69,735.38
ITM003091,INV01229,BAT05919,3,192.01,576.03
ITM003092,INV01229,BAT02326,4,702.73,2810.92
ITM003093,INV01229,BAT04090,5,981.83,4909.15
ITM003094,INV01230,BAT03522,5,352.13,1760.65
ITM003095,INV01230,BAT04487,2,474.89,949.78
ITM003096,INV01230,BAT05924,5,221.19,1105.95
ITM003097,INV01231,BAT03651,2,757.27,1514.54
ITM003098,INV01231,BAT04385,1,917.15,917.15
ITM003099,INV01231,BAT02595,3,442.8,1328.4
ITM003100,INV01231,BAT05630,2,741.01,1482.02
ITM003101,INV01232,BAT05940,1,924.36,924.36
ITM003102,INV01233,BAT00971,2,318.24,636.48
ITM003103,INV01233,BAT00882,4,347.9,1391.6
ITM003104,INV01234,BAT03486,1,854.03,854.03
ITM003105,INV01234,BAT02406,1,944.73,944.73
ITM003106,INV01234,BAT04584,2,489.75,979.5
ITM003107,INV01234,BAT00903,5,888.89,4444.45
ITM003108,INV01235,BAT04353,5,958.83,4794.15
ITM003109,INV01235,BAT03254,2,41.26,82.52
ITM003110,INV01235,BAT05156,4,432.74,1730.96
ITM003111,INV01235,BAT03488,3,369.01,1107.03
ITM003112,INV01236,BAT03753,1,169.56,169.56
ITM003113,INV01236,BAT02552,2,287.35,574.7
ITM003114,INV01237,BAT01366,5,385.06,1925.3
ITM003115,INV01237,BAT05845,5,847.7,4238.5
ITM003116,INV01238,BAT01926,3,317.84,953.52
ITM003117,INV01238,BAT00254,1,715.08,715.08
ITM003118,INV01239,BAT04013,5,841.68,4208.4
ITM003119,INV01239,BAT03243,5,383.05,1915.25
ITM003120,INV01240,BAT04535,2,468.04,936.08
ITM003121,INV01240,BAT05252,4,670.36,2681.44
ITM003122,INV01240,BAT01720,1,662.43,662.43
ITM003123,INV01241,BAT00873,1,557.97,557.97
ITM003124,INV01241,BAT02147,3,275.19,825.57
ITM003125,INV01241,BAT02107,3,632.8,1898.4
ITM003126,INV01241,BAT02391,2,710.34,1420.68
ITM003127,INV01242,BAT05713,3,284.82,854.46
ITM003128,INV01242,BAT02721,2,579.63,1159.26
ITM003129,INV01243,BAT03609,3,953.89,2861.67
ITM003130,INV01243,BAT01191,5,380.96,1904.8
ITM003131,INV01244,BAT05886,5,508.7,2543.5
ITM003132,INV01244,BAT03759,2,788.44,1576.88
ITM003133,INV01244,BAT00613,4,433.16,1732.64
ITM003134,INV01245,BAT04479,5,854.74,4273.7
ITM003135,INV01245,BAT02855,1,905.87,905.87
ITM003136,INV01246,BAT01960,2,519.32,1038.64
ITM003137,INV01246,BAT02092,2,535.93,1071.86
ITM003138,INV01247,BAT02513,3,650.14,1950.42
ITM003139,INV01247,BAT05258,2,137.49,274.98
ITM003140,INV01247,BAT02144,5,430.45,2152.25
ITM003141,INV01248,BAT00315,3,498.27,1494.81
ITM003142,INV01248,BAT01530,1,618.84,618.84
ITM003143,INV01248,BAT02310,5,790.38,3951.9
ITM003144,INV01249,BAT04774,4,605.73,2422.92
ITM003145,INV01249,BAT00554,5,383.89,1919.45
ITM003146,INV01249,BAT04758,4,259.76,1039.04
ITM003147,INV01249,BAT00702,2,295.86,591.72
ITM003148,INV01250,BAT05450,4,933.39,3733.56
ITM003149,INV01251,BAT00116,3,970.0,2910.0
ITM003150,INV01251,BAT03452,3,36.07,108.21
ITM003151,INV01251,BAT04336,2,437.15,874.3
ITM003152,INV01251,BAT00855,4,326.24,1304.96
ITM003153,INV01252,BAT03269,1,30.31,30.31
ITM003154,INV01253,BAT03581,4,527.47,2109.88
ITM003155,INV01253,BAT03849,2,349.6,699.2
ITM003156,INV01254,BAT03563,5,765.07,3825.35
ITM003157,INV01254,BAT01734,4,225.73,902.92
ITM003158,INV01255,BAT03454,3,447.63,1342.89
ITM003159,INV01255,BAT00657,4,290.28,1161.12
ITM003160,INV01255,BAT01501,4,939.48,3757.92
ITM003161,INV01255,BAT03993,2,376.72,753.44
ITM003162,INV01256,BAT02405,1,328.53,328.53
ITM003163,INV01256,BAT01784,5,837.26,4186.3
ITM003164,INV01257,BAT00104,4,975.42,3901.68
ITM003165,INV01257,BAT02545,4,318.96,1275.84
ITM003166,INV01257,BAT00154,3,613.65,1840.95
ITM003167,INV01257,BAT02159,4,482.78,1931.12
ITM003168,INV01258,BAT01692,4,583.19,2332.76
ITM003169,INV01258,BAT01376,3,454.24,1362.72
ITM003170,INV01259,BAT04297,5,555.11,2775.55
ITM003171,INV01259,BAT03733,3,747.76,2243.28
