BatchID,MedicineID,SupplierName,StockQuantity,WholesalePrice,RetailPrice,ManufactureDate,ExpiryDate
BAT03054,MED3543,Apotex Life Sciences,146,594.08,699.68,2023-09-08,2026-03-31
BAT03055,MED5393,Brzee Medscience,217,748.08,972.08,2023-03-14,2024-05-04
BAT03056,MED3923,Profic Organic Ltd,466,164.96,210.7,2023-08-23,2024-12-23
BAT03057,MED4411,MedLife Distributors,141,189.38,255.14,2023-03-28,2024-12-20
BAT03058,MED4137,MedLife Distributors,320,602.18,815.4,2023-01-08,2024-03-30
BAT03059,MED5762,Bioplasma Immunological Research Pvt Ltd,310,641.5,737.93,2023-08-21,2025-07-30
BAT03060,MED4029,Uniprogen Biotech Pvt Ltd,101,235.11,278.92,2023-07-18,2025-06-18
BAT03061,MED4673,Global Pharma Supply,202,55.85,78.05,2023-10-26,2026-08-20
BAT03062,MED3683,Obsurge Biotech Ltd,439,407.69,506.06,2023-02-16,2024-11-07
BAT03063,MED3402,Apex Medicals,13,25.79,31.78,2023-03-06,2025-05-03
BAT03064,MED1999,MedLife Distributors,429,783.36,1016.08,2023-08-22,2024-10-09
BAT03065,MED1306,Shilpa Medicare Ltd,34,39.11,45.16,2023-05-18,2025-01-08
BAT03066,MED1210,Apex Medicals,485,396.99,500.61,2023-01-17,2025-09-27
BAT03067,MED1561,Global Pharma Supply,87,145.53,197.67,2023-02-12,2025-02-24
BAT03068,MED0903,Aventura Healthcare Pvt Ltd,72,61.78,71.24,2023-08-28,2025-01-16
BAT03069,MED4127,MedLife Distributors,176,625.7,869.95,2023-10-14,2025-09-05
BAT03070,MED1952,Nouvelle Pharmaceuticals,92,632.71,735.92,2023-01-05,2025-06-07
BAT03071,MED4729,Apex Medicals,439,493.66,617.75,2023-10-31,2025-12-23
BAT03072,MED3647,Zenitiva Pharmaceuticals India Pvt Ltd,313,152.97,185.82,2023-01-04,2025-07-19
BAT03073,MED5632,Wellok Pharma,91,188.21,249.49,2023-07-09,2025-01-15
BAT03074,MED5658,Intas Pharmaceuticals Ltd,475,762.3,1024.97,2023-08-04,2025-12-14
BAT03075,MED0739,Prevego Healthcare & Research Pvt Ltd,103,516.93,720.28,2023-03-31,2024-07-04
BAT03076,MED2589,Apex Medicals,89,364.47,501.5,2023-11-14,2026-04-06
BAT03077,MED4619,Biokindle Lifesciences Pvt Ltd,192,436.56,584.34,2023-04-22,2024-07-22
BAT03078,MED3786,Total Health Care,266,504.01,588.45,2023-07-09,2025-02-10
BAT03079,MED5078,Reliance Formulation Pvt Ltd,485,686.45,895.13,2023-02-20,2025-02-23
BAT03080,MED1203,Dr Moni Pharmaceuticals Pvt Ltd,165,408.43,479.51,2023-01-10,2025-06-04
BAT03081,MED3849,Apex Medicals,143,765.47,1012.25,2023-03-21,2024-07-30
BAT03082,MED4973,Salbhav Laboratories,278,257.62,353.96,2023-02-28,2026-01-07
BAT03083,MED3534,Dr Reddy's Laboratories Ltd,327,319.04,446.34,2023-11-07,2025-07-29
BAT03084,MED4503,MedLife Distributors,162,626.77,851.9,2023-09-24,2025-01-07
BAT03085,MED2601,Impileo Lifescience,250,632.47,759.06,2023-04-26,2025-05-18
BAT03086,MED3186,Qren Life Sciences Pvt Ltd,195,495.65,583.0,2023-05-15,2024-06-23
BAT03087,MED5990,Apex Medicals,497,740.49,1031.1,2023-06-07,2026-05-27
BAT03088,MED0616,Biocell Pharmaceuticals Pvt Ltd,193,299.59,373.79,2023-08-14,2025-03-14
BAT03089,MED1094,Maxamus Pharma Pvt Ltd,410,621.34,790.08,2023-10-25,2026-02-27
BAT03090,MED0404,Everwell Pharma Pvt Ltd,357,766.2,970.85,2023-02-14,2025-03-11
BAT03091,MED1154,Herbhya Formulation,431,610.58,854.8,2023-12-08,2025-04-18
BAT03092,MED2465,Global Pharma Supply,359,228.78,296.45,2023-05-05,2025-11-16
BAT03093,MED2664,Global Pharma Supply,422,282.85,345.37,2023-02-27,2024-06-28
BAT03094,MED5141,Medzest Life Sciences,128,503.51,692.5,2023-08-26,2026-06-02
BAT03095,MED3176,Global Pharma Supply,169,15.4,20.24,2023-04-29,2025-06-12
BAT03096,MED1245,Dabur India Ltd,456,755.05,906.33,2023-03-17,2026-03-11
BAT03097,MED3684,Hill Lifecare Ltd,35,417.43,574.63,2023-08-12,2025-06-19
BAT03098,MED0222,Global Pharma Supply,179,346.49,399.43,2023-08-08,2024-11-13
BAT03099,MED5095,Emcure Pharmaceuticals Ltd,401,795.17,986.9,2023-09-30,2025-01-18
BAT03100,MED4986,Lupin Ltd,136,103.54,141.8,2023-08-24,2025-02-22
BAT03101,MED0530,Avengers Life Sciences,498,783.77,1093.89,2023-11-03,2025-07-02
BAT03102,MED0119,TTK Healthcare Ltd,193,271.1,327.74,2023-12-27,2025-11-17
BAT03103,MED0172,Apex Medicals,180,712.06,888.7,2023-12-26,2026-05-18
BAT03104,MED0202,Global Pharma Supply,12,592.49,804.82,2023-05-30,2025-12-20
BAT03105,MED4799,Colors Life Sciences,413,517.76,693.1,2023-05-20,2025-01-24
BAT03106,MED1913,Incite Pharmaceuticals,171,410.19,517.03,2023-10-17,2025-04-18
BAT03107,MED1739,Nat-National Chemical,309,334.52,457.87,2023-07-22,2026-03-21
BAT03108,MED1752,Global Pharma Supply,25,392.12,492.67,2023-01-12,2024-01-17
BAT03109,MED0737,Mard Laboratories Ltd,431,508.94,600.97,2023-10-29,2026-02-24
BAT03110,MED4571,Regaliz Medicare Ltd,241,396.94,545.04,2023-12-03,2026-03-17
BAT03111,MED1213,Ajanta Pharma Ltd,423,675.85,828.47,2023-09-25,2025-02-08
BAT03112,MED2528,Alkem Laboratories Ltd,488,520.13,721.32,2023-11-17,2026-02-27
BAT03113,MED1786,MedLife Distributors,332,28.32,35.85,2023-11-09,2025-04-11
BAT03114,MED4285,Amneal Healthcare Pvt Ltd,496,741.65,884.44,2023-04-03,2025-02-21
BAT03115,MED3826,Zen Pharma Pvt Ltd,65,724.71,901.08,2023-05-08,2025-05-14
BAT03116,MED0772,Atom Bioinception,418,447.7,528.33,2023-08-23,2026-05-26
BAT03117,MED4764,Biomorph Lifescience,378,183.39,213.3,2023-07-12,2026-02-08
BAT03118,MED4787,MedLife Distributors,489,95.59,111.81,2023-06-07,2025-02-11
BAT03119,MED2783,Apex Medicals,94,37.59,49.1,2023-10-14,2026-04-05
BAT03120,MED3143,MedLife Distributors,476,671.04,855.17,2023-07-20,2025-09-08
BAT03121,MED2495,Intas Pharmaceuticals Ltd,15,603.83,728.34,2023-11-08,2025-11-07
BAT03122,MED0224,MedLife Distributors,376,695.79,824.6,2023-01-30,2024-03-19
BAT03123,MED3345,Sun Pharmaceutical Industries Ltd,386,716.47,860.77,2023-01-03,2025-07-26
BAT03124,MED1581,Axiom Therapeutics Pvt Ltd,237,17.58,23.35,2023-10-05,2025-08-13
BAT03125,MED0553,Global Pharma Supply,196,695.47,949.17,2023-05-23,2026-03-31
BAT03126,MED1652,MedLife Distributors,414,481.21,576.43,2023-09-23,2025-08-08
BAT03127,MED5432,Global Pharma Supply,496,749.78,877.11,2023-08-11,2025-05-16
BAT03128,MED1907,Biomax Medicare Pvt Ltd,336,188.71,245.09,2023-09-21,2024-11-15
BAT03129,MED4359,Sun Pharmaceutical Industries Ltd,458,714.11,991.54,2023-01-17,2024-12-30
BAT03130,MED0575,Mankind Pharma Pvt Ltd,169,127.52,170.22,2023-06-17,2026-01-12
BAT03131,MED4832,Global Pharma Supply,324,18.48,25.54,2023-12-22,2026-02-08
BAT03132,MED4980,Apex Medicals,326,664.32,794.71,2023-09-07,2025-10-10
BAT03133,MED4812,Crassula Pharmaceuticals Pvt Ltd,84,499.93,611.3,2023-09-30,2025-04-27
BAT03134,MED0068,MedLife Distributors,247,455.15,614.34,2023-10-14,2026-01-01
BAT03135,MED3598,Apex Medicals,415,354.9,447.63,2023-03-18,2025-08-21
BAT03136,MED3730,Apex Medicals,486,14.55,19.19,2023-12-22,2026-02-08
BAT03137,MED4422,Emcure Pharmaceuticals Ltd,469,577.83,803.94,2023-05-21,2025-06-13
BAT03138,MED3049,Cipla Ltd,85,454.8,536.05,2023-03-11,2025-06-19
BAT03139,MED2790,Apex Medicals,255,70.48,97.3,2023-01-07,2024-12-18
BAT03140,MED4141,Algen Healthcare Ltd,94,251.6,308.24,2023-08-22,2026-03-23
BAT03141,MED0166,MedLife Distributors,302,361.7,419.11,2023-05-15,2024-06-02
BAT03142,MED5072,Zentis Drugs Pvt Ltd,15,236.59,272.34,2023-10-25,2026-07-18
BAT03143,MED5894,The World Wide Pharma,374,468.8,547.06,2023-09-16,2026-01-20
BAT03144,MED1802,MedLife Distributors,473,210.86,288.43,2023-02-02,2025-08-26
BAT03145,MED2445,Acron Pharmaceuticals,312,779.83,1048.69,2023-11-11,2025-08-30
BAT03146,MED4242,Apex Medicals,73,305.15,388.14,2023-03-23,2025-05-13
BAT03147,MED2522,Ranbaxy Laboratories Ltd,402,627.09,744.69,2023-03-31,2025-06-27
BAT03148,MED2849,Global Pharma Supply,284,149.36,182.95,2023-09-12,2026-05-03
BAT03149,MED1173,Global Pharma Supply,163,386.73,480.12,2023-09-10,2025-11-25
BAT03150,MED0218,Apex Medicals,263,486.64,610.98,2023-03-12,2026-02-22
BAT03151,MED2915,Concept Pharmaceuticals Ltd,434,574.97,702.07,2023-10-13,2026-06-21
BAT03152,MED2022,Apex Medicals,32,15.7,20.52,2023-07-10,2025-08-08
BAT03153,MED0181,Uniza Healthcare Llp,393,369.76,433.18,2023-09-11,2026-07-13
BAT03154,MED1662,Apex Medicals,142,609.58,845.54,2023-02-06,2025-04-20
BAT03155,MED4630,Zydus Healthcare Ltd,42,428.78,503.41,2023-05-26,2026-03-04
BAT03156,MED1113,Gary Pharmaceuticals Pvt Ltd,345,736.08,939.0,2023-01-16,2024-07-25
BAT03157,MED5872,Darwin Health Care,140,15.53,19.23,2023-02-27,2025-03-11
BAT03158,MED2187,Fibovil Pharmaceuticals Pvt Ltd,209,482.23,609.73,2023-11-12,2025-06-04
BAT03159,MED1585,Glenmark Pharmaceuticals Ltd,21,428.25,550.72,2023-03-19,2025-08-07
BAT03160,MED5590,MedLife Distributors,229,665.91,928.1,2023-09-01,2025-11-29
BAT03161,MED5589,Hbc Life Sciences Pvt Ltd,202,723.87,900.57,2023-02-18,2025-04-22
BAT03162,MED2149,Apex Medicals,276,122.7,161.09,2023-03-27,2024-12-12
BAT03163,MED1814,MedLife Distributors,233,216.9,251.42,2023-08-26,2026-03-06
BAT03164,MED5326,Ajanta Pharma Ltd,130,282.76,335.52,2023-12-04,2025-06-10
BAT03165,MED5014,MedLife Distributors,241,352.59,433.62,2023-05-18,2025-10-21
BAT03166,MED0684,Ivy Healthcare Infrastructure Pvt Ltd,153,209.68,263.5,2023-11-18,2025-07-29
BAT03167,MED5265,Apex Medicals,251,579.54,749.34,2023-04-02,2025-10-04
BAT03168,MED1613,Global Pharma Supply,77,37.9,50.79,2023-03-08,2025-10-11
BAT03169,MED2905,Apex Medicals,77,744.74,869.56,2023-03-24,2024-09-09
BAT03170,MED3824,Primus Remedies Pvt Ltd,71,322.39,413.94,2023-10-14,2025-10-29
BAT03171,MED2338,Henotic Pharma,283,616.0,838.31,2023-08-11,2024-10-09
BAT03172,MED4901,Scorleon Pharma,74,532.28,743.26,2023-09-18,2026-06-29
BAT03173,MED3774,Stanwell Lifesciences Pvt Ltd,432,648.55,809.51,2023-01-23,2026-01-09
BAT03174,MED5607,Mac Medilife Pvt Ltd,59,798.87,972.45,2023-06-07,2024-12-25
BAT03175,MED5403,Werke Healthcare,376,252.66,309.75,2023-06-16,2025-09-18
BAT03176,MED4488,Alpic Biotech Ltd,382,239.73,307.79,2023-10-25,2025-09-14
BAT03177,MED3865,Cipla Ltd,275,348.49,475.18,2023-11-12,2026-08-18
BAT03178,MED0769,Plena Remedies,61,50.84,69.24,2023-12-29,2026-08-24
BAT03179,MED3056,MedLife Distributors,291,307.06,368.75,2023-01-18,2025-10-03
BAT03180,MED3768,Global Pharma Supply,241,243.16,322.31,2023-10-16,2025-09-01
BAT03181,MED2625,Glynis Pharmaceuticals Pvt Ltd,185,303.49,408.14,2023-02-02,2026-01-26
BAT03182,MED1049,Palsons Drugs & Chemical Industries Pvt Ltd,310,579.38,684.46,2023-04-29,2025-02-06
BAT03183,MED5211,MedLife Distributors,439,81.06,101.75,2023-06-18,2025-06-03
BAT03184,MED5444,Global Pharma Supply,440,514.12,660.81,2023-12-01,2026-05-12
BAT03185,MED1693,Apex Medicals,232,792.66,1019.58,2023-01-10,2025-01-13
BAT03186,MED2594,Zylig Life Sciences,89,241.36,282.79,2023-06-04,2024-11-02
BAT03187,MED0402,Global Pharma Supply,355,797.92,1080.8,2023-01-21,2025-07-13
BAT03188,MED3799,Werke Healthcare,295,481.16,606.25,2023-02-07,2025-02-18
BAT03189,MED3850,Micro Labs Ltd,251,676.75,788.93,2023-10-30,2025-12-13
BAT03190,MED4523,Sanofi India Ltd,481,525.23,688.72,2023-07-21,2024-08-11
BAT03191,MED4020,Aletheia Medicare Pvt Ltd,146,449.72,581.85,2023-03-21,2024-07-20
BAT03192,MED2227,Nexbon Lifesciences,339,734.88,1011.07,2023-10-15,2025-04-08
BAT03193,MED0316,Apex Medicals,14,605.81,838.76,2023-11-15,2026-09-23
BAT03194,MED2558,Samvee Pharmaceuticals Pvt Ltd,439,748.49,1030.57,2023-02-28,2025-04-16
BAT03195,MED3232,Apex Medicals,497,705.09,927.35,2023-10-10,2026-02-03
BAT03196,MED3305,Global Pharma Supply,458,374.17,451.27,2023-11-29,2025-02-25
BAT03197,MED1379,Ikon Remedies Pvt Ltd,62,765.43,970.78,2023-11-30,2026-06-21
BAT03198,MED2981,Global Pharma Supply,334,456.72,599.58,2023-09-20,2025-07-17
BAT03199,MED1725,Piramal Enterprises Ltd,422,778.41,1029.54,2023-07-09,2025-11-12
BAT03200,MED1714,Natco Pharma Ltd,119,39.29,49.93,2023-06-22,2026-01-06
BAT03201,MED2032,Thrift Pharmaceuticals Pvt Ltd,193,761.9,893.43,2023-09-09,2025-03-01
BAT03202,MED5597,Sanmai Pharma,388,505.73,601.23,2023-12-08,2026-01-15
BAT03203,MED1292,Global Pharma Supply,94,342.21,456.68,2023-04-10,2024-11-04
BAT03204,MED2975,Zydus Healthcare Ltd,418,688.65,884.17,2023-06-20,2024-10-13
BAT03205,MED2514,Medrhans Pharmaceuticals Pvt Ltd,175,358.15,495.37,2023-09-06,2025-05-01
BAT03206,MED1431,Apex Medicals,193,297.93,410.74,2023-03-28,2024-09-11
BAT03207,MED4591,MedLife Distributors,240,453.26,573.64,2023-05-15,2025-11-12
BAT03208,MED4939,MedLife Distributors,350,769.12,896.01,2023-01-02,2025-02-08
BAT03209,MED0899,Optho Remedies Pvt Ltd,47,278.57,354.75,2023-08-01,2024-12-29
BAT03210,MED1927,Intra Labs India Pvt Ltd,170,248.06,293.66,2023-01-10,2025-01-13
BAT03211,MED4616,Suzikem Drugs Pvt Ltd,393,698.72,935.57,2023-10-30,2025-01-29
BAT03212,MED1564,Global Pharma Supply,380,676.83,806.24,2023-05-19,2025-01-26
BAT03213,MED5611,Apex Medicals,354,542.07,746.86,2023-08-22,2025-08-10
BAT03214,MED4417,Dycine Pharmaceuticals,76,82.61,99.38,2023-01-16,2025-12-20
BAT03215,MED0928,Dermocare Laboratories Gujarat Llp,17,299.73,366.65,2023-02-07,2026-01-24
BAT03216,MED0615,Global Pharma Supply,231,277.46,323.72,2023-12-22,2025-07-24
BAT03217,MED2578,Apex Medicals,233,429.64,557.14,2023-03-02,2025-05-17
BAT03218,MED0740,Newgen Pharma,39,108.32,145.71,2023-07-21,2025-07-10
BAT03219,MED0439,Apex Medicals,233,672.26,800.38,2023-09-01,2026-04-14
BAT03220,MED5754,Akumentis Healthcare Ltd,376,293.23,380.81,2023-04-17,2025-04-28
BAT03221,MED5608,Alteus Biogenics Pvt Ltd,277,58.6,79.9,2023-11-18,2025-06-09
BAT03222,MED3682,Global Pharma Supply,160,544.69,650.77,2023-09-17,2026-02-28
BAT03223,MED3940,Sun Pharmaceutical Industries Ltd,80,797.95,957.37,2023-01-31,2025-05-01
BAT03224,MED0470,Apex Medicals,333,164.4,230.1,2023-07-12,2025-06-27
BAT03225,MED4953,Alkem Laboratories Ltd,258,512.57,670.62,2023-05-02,2024-11-15
BAT03226,MED4853,Kentossa Pharmaceuticals,460,514.65,656.31,2023-03-29,2025-07-21
BAT03227,MED0504,Walberg Pharmaceuticals,237,404.16,560.42,2023-06-22,2024-08-19
BAT03228,MED2011,Que Pharma Pvt Ltd,43,136.66,179.22,2023-03-18,2026-01-14
BAT03229,MED2214,Global Pharma Supply,293,393.38,527.83,2023-12-26,2026-08-07
BAT03230,MED4368,Lloyd Healthcare Pvt Ltd,155,254.49,313.31,2023-01-27,2025-04-10
BAT03231,MED0278,Brzee Medscience,155,72.88,90.18,2023-11-26,2025-11-12
BAT03232,MED4217,MedLife Distributors,54,597.42,753.6,2023-03-27,2024-03-26
BAT03233,MED0856,MedLife Distributors,106,725.16,996.69,2023-10-27,2026-08-17
BAT03234,MED5586,MedLife Distributors,215,647.29,813.26,2023-10-26,2025-11-30
BAT03235,MED5854,MedLife Distributors,356,729.46,843.4,2023-11-22,2026-01-12
BAT03236,MED5601,El Dorado Biotech Pvt Ltd,298,45.26,56.2,2023-03-01,2025-12-11
BAT03237,MED2832,Health Rise Pharma India Ltd,429,529.65,630.25,2023-04-23,2025-05-05
BAT03238,MED4304,Global Pharma Supply,17,482.74,670.63,2023-06-25,2025-09-12
BAT03239,MED5559,Apostle Remedies,226,717.61,936.56,2023-09-27,2025-11-11
BAT03240,MED1932,Psyco Remedies Ltd,171,431.35,556.11,2023-06-26,2024-08-28
BAT03241,MED4423,MedLife Distributors,199,198.48,257.83,2023-01-16,2025-12-25
BAT03242,MED5680,Rathi Laboratories (Hindustan) Pvt Ltd,232,539.88,684.23,2023-03-01,2024-04-21
BAT03243,MED1662,Global Pharma Supply,154,399.41,516.12,2023-11-06,2025-07-27
BAT03244,MED4385,Emcure Pharmaceuticals Ltd,312,496.53,610.37,2023-06-19,2026-06-17
BAT03245,MED0846,Lypho Med Remedies Pvt Ltd,125,280.77,337.67,2023-02-13,2025-08-02
BAT03246,MED2305,Apex Medicals,107,706.64,928.43,2023-08-31,2024-12-12
BAT03247,MED4384,Uniprogen Biotech Pvt Ltd,490,72.47,91.54,2023-04-27,2025-01-23
BAT03248,MED0721,Adhar Pharma,408,513.02,598.86,2023-09-14,2026-07-12
BAT03249,MED1869,Apex Medicals,163,36.3,43.1,2023-01-04,2025-03-10
BAT03250,MED0637,Adonis Phytoceuticals Pvt Ltd,230,176.79,212.94,2023-05-08,2026-03-16
BAT03251,MED5660,Global Pharma Supply,106,692.52,817.95,2023-08-21,2025-01-09
BAT03252,MED3738,Insight Care,338,778.44,897.56,2023-04-22,2025-07-16
BAT03253,MED0837,Abbott India Ltd,427,170.13,217.9,2023-05-17,2025-07-15
BAT03254,MED1389,Apex Medicals,368,704.73,830.6,2023-12-07,2025-11-27
BAT03255,MED5289,Valentis Pharma,471,632.64,732.77,2023-02-14,2025-06-09
BAT03256,MED0390,Aamorb Pharmaceuticals Pvt Ltd,179,732.84,903.76,2023-08-05,2026-07-05
BAT03257,MED1113,Gary Pharmaceuticals Pvt Ltd,266,706.21,848.1,2023-06-21,2025-06-10
BAT03258,MED0287,Asvins Lifecare,332,379.34,492.3,2023-10-01,2026-06-23
BAT03259,MED2670,Walton Health Care Pvt Ltd,120,597.2,835.17,2023-08-19,2025-12-31
BAT03260,MED1671,Lupin Ltd,470,477.03,619.47,2023-05-15,2025-04-06
BAT03261,MED3414,MedLife Distributors,182,322.61,435.12,2023-11-30,2025-07-31
BAT03262,MED4509,Psyco Remedies Ltd,487,392.87,508.24,2023-10-03,2026-03-31
BAT03263,MED5113,Systopic Laboratories Pvt Ltd,397,544.9,739.87,2023-02-24,2025-09-15
BAT03264,MED1356,MedLife Distributors,335,341.41,418.02,2023-02-18,2025-01-28
BAT03265,MED5043,Atos Lifesciences Pvt Ltd,82,13.8,17.15,2023-07-10,2025-07-23
BAT03266,MED5191,MedLife Distributors,391,671.4,824.74,2023-07-07,2025-06-24
BAT03267,MED1963,Human Biolife India Pvt Ltd,476,42.15,53.06,2023-12-15,2025-10-29
BAT03268,MED3188,Abbott India Ltd,162,35.9,43.21,2023-08-11,2025-01-25
BAT03269,MED3979,Uhc Life Sciences,176,681.8,814.56,2023-08-04,2025-11-19
BAT03270,MED1728,Arion Healthcare,350,673.45,833.89,2023-08-29,2024-10-21
BAT03271,MED0997,MMC Healthcare Ltd,81,223.67,276.49,2023-04-03,2024-10-29
BAT03272,MED3548,Global Pharma Supply,169,238.84,313.02,2023-06-30,2025-02-07
BAT03273,MED4792,Mission Research Laboratories (I) Pvt Ltd,495,594.13,712.42,2023-10-06,2025-12-15
BAT03274,MED1091,Worth Medicines India Pvt Ltd,390,348.94,462.6,2023-10-07,2026-05-03
BAT03275,MED3312,Steris Healthcare,356,646.27,871.53,2023-08-30,2026-01-27
BAT03276,MED3573,MedLife Distributors,291,159.71,191.59,2023-04-01,2024-12-06
BAT03277,MED0164,Life Gain Pharma Company,133,698.06,892.62,2023-09-28,2024-10-08
BAT03278,MED0596,Global Pharma Supply,281,686.03,955.0,2023-12-26,2026-01-13
BAT03279,MED2986,Quality Pharma,126,625.08,852.61,2023-02-21,2025-11-29
BAT03280,MED2996,Lewis Bioserch Pharma Pvt Ltd,42,577.61,698.28,2023-05-30,2026-02-02
BAT03281,MED5810,United Biotech Pvt Ltd,357,83.18,114.78,2023-08-10,2026-06-18
BAT03282,MED1923,Neon Laboratories Ltd,300,741.77,947.07,2023-08-14,2024-09-22
BAT03283,MED5229,Unisearch Lab Ltd,20,592.39,801.12,2023-04-09,2024-06-25
BAT03284,MED5250,Euro Biogenics,194,737.05,899.62,2023-10-05,2025-11-19
BAT03285,MED5752,Wallace Pharmaceuticals Pvt Ltd,299,345.03,413.11,2023-09-30,2025-01-20
BAT03286,MED5962,ANCERORN PHARMA,357,581.83,736.38,2023-07-27,2025-02-19
BAT03287,MED4103,Akumentis Healthcare Ltd,230,626.39,732.19,2023-11-18,2026-07-08
BAT03288,MED2427,MedLife Distributors,267,776.74,1017.18,2023-07-01,2025-01-26
BAT03289,MED4444,Global Pharma Supply,210,130.49,181.08,2023-05-28,2024-12-20
BAT03290,MED3393,Lxir Medilabs Pvt Ltd,411,374.14,449.57,2023-12-29,2026-10-06
BAT03291,MED4678,Proventis Pharmaceuticals Pvt Ltd,460,189.71,233.98,2023-03-31,2025-06-08
BAT03292,MED1637,East India Pharmaceutical Works Ltd,466,161.83,207.21,2023-08-28,2026-07-15
BAT03293,MED1147,Hilton Lifesciences,465,270.34,377.64,2023-12-02,2025-05-25
BAT03294,MED5754,Akumentis Healthcare Ltd,157,497.93,659.45,2023-10-10,2024-11-28
BAT03295,MED1388,Tricept Life Sciences Pvt Ltd,485,25.79,29.89,2023-09-29,2025-11-15
BAT03296,MED3704,Arrient Healthcare Pvt Ltd,448,758.68,1051.9,2023-07-02,2025-07-24
BAT03297,MED5750,Apex Medicals,476,46.48,60.53,2023-03-09,2026-01-16
BAT03298,MED3986,Orlife Healthcare,31,524.08,641.67,2023-12-01,2025-07-03
BAT03299,MED2425,MedLife Distributors,105,442.07,551.22,2023-04-27,2024-10-16
BAT03300,MED5153,Biokind Life Science,57,600.7,734.34,2023-08-13,2026-05-27
BAT03301,MED0115,MedLife Distributors,332,21.5,25.75,2023-10-27,2024-11-10
BAT03302,MED5530,Volaris Life Sciences Pvt Ltd,361,512.28,695.39,2023-12-27,2025-03-05
BAT03303,MED5714,Reliance Formulation Pvt Ltd,148,22.31,26.46,2023-03-20,2025-11-17
BAT03304,MED2661,Texas Pharmaceuticals,258,25.45,35.41,2023-03-20,2025-09-26
BAT03305,MED0927,Femgrace Formulations,118,57.66,69.11,2023-02-19,2026-01-08
BAT03306,MED3820,Elkos Healthcare Pvt Ltd,306,186.94,259.04,2023-08-03,2024-09-07
BAT03307,MED1184,Iifa Healthcare,425,158.29,187.81,2023-04-20,2026-01-03
BAT03308,MED2369,MedLife Distributors,148,342.98,461.68,2023-08-27,2026-03-15
BAT03309,MED2142,Evaevo Lifescience Pvt Ltd,208,395.84,500.03,2023-01-05,2024-04-30
BAT03310,MED4861,Zydus Healthcare Ltd,275,360.49,447.4,2023-06-09,2026-05-29
BAT03311,MED3501,Apex Medicals,25,231.88,285.74,2023-01-28,2024-10-29
BAT03312,MED5857,MedLife Distributors,233,150.48,193.1,2023-04-06,2025-06-24
BAT03313,MED2089,Sun Pharmaceutical Industries Ltd,54,163.99,209.74,2023-02-05,2024-02-05
BAT03314,MED1650,Zydus Cadila,105,575.59,757.74,2023-02-11,2024-03-10
BAT03315,MED1980,Medley Pharmaceuticals Ltd,172,588.51,694.23,2023-05-18,2025-06-10
BAT03316,MED3554,Global Pharma Supply,368,408.99,557.46,2023-12-26,2026-10-09
BAT03317,MED5095,Emcure Pharmaceuticals Ltd,407,498.33,658.33,2023-03-09,2025-06-25
BAT03318,MED4851,Global Pharma Supply,185,163.92,195.72,2023-06-13,2024-09-23
BAT03319,MED1533,Global Pharma Supply,138,413.37,525.91,2023-10-19,2025-07-02
BAT03320,MED3481,Global Pharma Supply,295,798.37,961.19,2023-02-06,2024-04-25
BAT03321,MED5612,Surge Pharmaceuticals Pvt Ltd,483,297.99,363.19,2023-06-03,2025-02-15
BAT03322,MED4450,MedLife Distributors,20,797.26,969.64,2023-12-05,2026-04-16
BAT03323,MED3098,Apex Medicals,125,158.43,196.77,2023-05-14,2024-07-25
BAT03324,MED2323,Apex Medicals,439,737.18,969.31,2023-08-24,2026-01-10
BAT03325,MED4782,Knoll Healthcare Pvt Ltd,280,350.93,416.93,2023-05-07,2024-06-25
BAT03326,MED4588,Intas Pharmaceuticals Ltd,130,608.31,728.11,2023-09-19,2025-04-11
BAT03327,MED2623,Veritaz Healthcare Ltd,411,318.92,430.68,2023-04-28,2026-01-19
BAT03328,MED2080,Beulah Biomedics Ltd,175,657.77,905.71,2023-12-03,2026-10-10
BAT03329,MED0204,Centaur Pharmaceuticals Pvt Ltd,29,299.68,407.48,2023-08-24,2025-09-01
BAT03330,MED0526,East West Pharma India Pvt Ltd,353,171.77,199.05,2023-10-24,2025-10-05
BAT03331,MED2229,Apex Medicals,118,344.51,423.2,2023-06-22,2024-11-19
BAT03332,MED4424,MedLife Distributors,18,601.39,751.2,2023-10-21,2026-06-04
BAT03333,MED2672,Apex Medicals,459,476.14,577.91,2023-11-23,2025-04-16
BAT03334,MED0952,Spectra Therapeutics Pvt Ltd,37,322.88,401.21,2023-05-08,2026-02-06
BAT03335,MED1527,Que Pharma Pvt Ltd,466,405.87,533.73,2023-11-26,2025-08-04
BAT03336,MED4076,Apex Medicals,477,517.48,671.6,2023-10-05,2024-12-09
BAT03337,MED3159,Global Pharma Supply,403,215.56,294.56,2023-12-19,2026-05-29
BAT03338,MED4347,Dwd Pharmaceuticals Ltd,112,176.45,234.96,2023-08-14,2026-02-26
BAT03339,MED4295,Eris Life Sciences Ltd,451,51.87,69.97,2023-06-12,2025-04-20
BAT03340,MED1305,Global Pharma Supply,128,264.21,340.01,2023-03-21,2025-09-24
BAT03341,MED4587,Tripada Healthcare Pvt Ltd,423,259.84,330.18,2023-03-11,2024-09-10
BAT03342,MED0747,USV Pvt Ltd,19,194.29,266.53,2023-03-26,2025-05-12
BAT03343,MED3216,Regenix Drugs Ltd,205,556.43,666.82,2023-01-20,2024-11-04
BAT03344,MED3063,Klm Laboratories Pvt Ltd,257,483.67,623.92,2023-11-08,2025-12-02
